symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
NVDA,2020-04-17 00:00:00+00:00,292.32,298.86,286.94,298.0,13478049,72.8423793969,74.4720631724,71.5017526825,74.2577622478,53912196,0.0,1.0
NVDA,2020-04-20 00:00:00+00:00,287.05,293.5,285.27,287.24,11234705,71.5291632659,73.1364202005,71.0856101894,71.576508819,44938820,0.0,1.0
NVDA,2020-04-21 00:00:00+00:00,269.51,284.77,267.11,282.31,18378996,67.1584211524,70.9610166286,66.5603720605,70.3480163093,73515984,0.0,1.0
NVDA,2020-04-22 00:00:00+00:00,286.15,287.87,275.4,277.23,12118228,71.3048948564,71.7334967056,68.6261332988,69.0821457314,48472912,0.0,1.0
NVDA,2020-04-23 00:00:00+00:00,284.01,293.14,283.0,287.84,10603988,70.7716344161,73.0467128367,70.5199554233,71.726021092,42415952,0.0,1.0
NVDA,2020-04-24 00:00:00+00:00,289.59,289.67,280.6,283.6,8816137,72.1620985549,72.1820335246,69.9219063313,70.6694676962,35264548,0.0,1.0
NVDA,2020-04-27 00:00:00+00:00,297.08,303.5,294.0,294.99,11984699,74.0285100959,75.6282914168,73.2610137613,73.5077090117,47938796,0.0,1.0
NVDA,2020-04-28 00:00:00+00:00,291.36,304.2,291.14,303.0,11072603,72.6031597602,75.802722402,72.5483385934,75.503697856,44290412,0.0,1.0
NVDA,2020-04-29 00:00:00+00:00,298.46,300.58,293.75,296.77,9479047,74.3723883238,74.9006650216,73.1987169809,73.9512620882,37916188,0.0,1.0
NVDA,2020-04-30 00:00:00+00:00,292.28,298.46,291.72,296.29,9397943,72.8324119121,74.3723883238,72.6928671239,73.8316522698,37591772,0.0,1.0
NVDA,2020-05-01 00:00:00+00:00,282.78,288.9,280.84,284.35,8552445,70.4651342565,71.9901594409,69.9817112405,70.8563580375,34209780,0.0,1.0
NVDA,2020-05-04 00:00:00+00:00,291.29,291.84,280.88,280.88,7938880,72.5857166616,72.7227695785,69.9916787254,69.9916787254,31755520,0.0,1.0
NVDA,2020-05-05 00:00:00+00:00,293.74,300.27,291.29,295.47,9222391,73.1962251096,74.8234170139,72.5857166616,73.6273188301,36889564,0.0,1.0
NVDA,2020-05-06 00:00:00+00:00,297.79,302.0,295.41,296.93,8086639,74.2054329523,75.2545107344,73.6123676028,73.9911320277,32346556,0.0,1.0
NVDA,2020-05-07 00:00:00+00:00,304.87,307.41,301.32,303.38,9343263,75.9696777735,76.6026130624,75.0850634917,75.5983889622,37373052,0.0,1.0
NVDA,2020-05-08 00:00:00+00:00,312.5,312.75,306.39,307.75,8497678,77.8709755116,77.933272292,76.3484421984,76.6873366838,33990712,0.0,1.0
NVDA,2020-05-11 00:00:00+00:00,322.62,324.5,311.15,312.3,11726504,80.3927491825,80.8612209712,77.5345728973,77.8211380872,46906016,0.0,1.0
NVDA,2020-05-12 00:00:00+00:00,312.1,326.9,311.71,324.94,12326482,77.7713006629,81.4592700631,77.6741176855,80.9708633047,49305928,0.0,1.0
NVDA,2020-05-13 00:00:00+00:00,311.2,323.14,303.79,316.7,15646252,77.5470322534,80.5223264858,75.7005556821,78.9175614224,62585008,0.0,1.0
NVDA,2020-05-14 00:00:00+00:00,321.22,321.44,307.5,313.67,15057809,80.0438872122,80.098708379,76.6250399034,78.1625244439,60231236,0.0,1.0
NVDA,2020-05-15 00:00:00+00:00,339.63,340.02,314.96,315.59,24691543,84.6314221216,84.728605099,78.4839758308,78.6409637174,98766172,0.0,1.0
NVDA,2020-05-18 00:00:00+00:00,350.01,356.66,347.22,350.42,19410086,87.2179844442,88.875078803,86.5227523748,87.320151164,77640344,0.0,1.0
NVDA,2020-05-19 00:00:00+00:00,352.22,363.5,350.51,351.61,17933049,87.768687983,90.579518715,87.342578005,87.6166838388,71732196,0.0,1.0
NVDA,2020-05-20 00:00:00+00:00,358.8,361.72,355.55,359.64,14688405,89.4083392433,90.1359656385,88.598481098,89.6176564255,58753620,0.0,1.0
NVDA,2020-05-21 00:00:00+00:00,351.01,362.1,349.5,362.06,17552200,87.4671715658,90.2306567448,87.0908990121,90.2206892599,70208800,0.0,1.0
NVDA,2020-05-22 00:00:00+00:00,361.05,363.72,348.53,353.01,25969125,89.969010267,90.6343398818,86.8491875041,87.9655458091,103876500,0.0,1.0
NVDA,2020-05-26 00:00:00+00:00,348.71,367.27,346.88,366.27,19269476,86.894041186,91.5189541636,86.4380287534,91.269767042,77077904,0.0,1.0
NVDA,2020-05-27 00:00:00+00:00,341.01,345.31,319.87,345.0,29397306,84.9753003494,86.0468049725,79.707484598,85.9695569648,117589224,0.0,1.0
NVDA,2020-05-28 00:00:00+00:00,339.48,350.42,335.17,336.49,18403204,84.5940440533,87.320151164,83.5200475591,83.8489745596,73612816,0.0,1.0
NVDA,2020-05-29 00:00:00+00:00,355.02,355.02,339.4,342.18,18647994,88.4664119236,88.4664119236,84.5741090836,85.2668492817,74591976,0.0,1.0
NVDA,2020-06-01 00:00:00+00:00,352.25,353.63,347.58,353.33,9762775,87.7761635966,88.1200418245,86.6124597386,88.045285688,39051100,0.0,1.0
NVDA,2020-06-02 00:00:00+00:00,353.01,353.49,346.32,351.85,9783014,87.9655458091,88.0851556275,86.2984839653,87.676488748,39132056,0.0,1.0
NVDA,2020-06-03 00:00:00+00:00,350.78,354.65,348.0,352.89,9135972,87.4098585278,88.3742126886,86.7171183297,87.9356433545,36543888,0.0,1.0
NVDA,2020-06-04 00:00:00+00:00,350.66,357.73,347.1,349.12,10606960,87.4198260127,89.1823828196,86.5323150887,87.0359027478,42427840,0.16,1.0
NVDA,2020-06-05 00:00:00+00:00,356.8,359.88,348.32,351.78,12043651,88.9505330557,89.7183795855,86.8364620907,87.6990429326,48174604,0.0,1.0
NVDA,2020-06-08 00:00:00+00:00,352.2,355.59,347.43,355.09,9693431,87.8037492776,88.6488790619,86.6145843597,88.5242286512,38773724,0.0,1.0
NVDA,2020-06-09 00:00:00+00:00,361.84,364.39,350.05,352.0,11712221,90.2070091953,90.8427262897,87.2677525117,87.7538891133,46848884,0.0,1.0
NVDA,2020-06-10 00:00:00+00:00,374.67,380.0,366.14,366.71,15804537,93.4055387332,94.7343121109,91.2790027271,91.4211041953,63218148,0.0,1.0
NVDA,2020-06-11 00:00:00+00:00,351.85,370.45,351.44,366.0,14591256,87.7164939901,92.3534892671,87.6142806533,91.2441006121,58365024,0.0,1.0
NVDA,2020-06-12 00:00:00+00:00,357.3,367.49,348.13,366.5,14272704,89.0751834664,91.6155588359,86.7890949347,91.3687510228,57090816,0.0,1.0
NVDA,2020-06-15 00:00:00+00:00,366.95,367.29,349.75,352.61,10000054,91.4809363924,91.5656986716,87.1929622653,87.9059626143,40000216,0.0,1.0
NVDA,2020-06-16 00:00:00+00:00,362.74,370.67,353.55,369.0,13392875,90.4313799345,92.4083354478,88.1403053864,91.9920030761,53571500,0.0,1.0
NVDA,2020-06-17 00:00:00+00:00,369.44,371.96,362.81,364.55,10207641,92.1016954375,92.7299335073,90.448830992,90.8826144212,40830564,0.0,1.0
NVDA,2020-06-18 00:00:00+00:00,368.72,371.3,364.58,369.08,6360238,91.9221988462,92.5653949652,90.8900934458,92.0119471419,25440952,0.0,1.0
NVDA,2020-06-19 00:00:00+00:00,370.45,377.8,369.09,369.7,13104013,92.3534892671,94.185850304,92.0144401501,92.1665136511,52416052,0.0,1.0
NVDA,2020-06-22 00:00:00+00:00,381.07,381.25,370.93,372.0,9961662,95.0010639898,95.0459381376,92.4731536613,92.7399055402,39846648,0.0,1.0
NVDA,2020-06-23 00:00:00+00:00,378.0,385.7,376.3,382.04,9377685,94.2357104682,96.1553267926,93.811899072,95.2428857865,37510740,0.0,1.0
NVDA,2020-06-24 00:00:00+00:00,369.42,382.26,365.78,379.05,11234272,92.0967094211,95.2977319672,91.1892544314,94.4974763307,44937088,0.0,1.0
NVDA,2020-06-25 00:00:00+00:00,379.6,380.2,367.29,374.23,9401800,94.6345917824,94.7841722752,91.5656986716,93.2958463718,37607200,0.0,1.0
NVDA,2020-06-26 00:00:00+00:00,366.2,380.0,365.0,380.0,14802144,91.2939607764,94.7343121109,90.9947997908,94.7343121109,59208576,0.0,1.0
NVDA,2020-06-29 00:00:00+00:00,368.0,368.18,356.0,366.79,8556203,91.7427022548,91.7875764026,88.7510923987,91.441048261,34224812,0.0,1.0
NVDA,2020-06-30 00:00:00+00:00,379.91,381.05,370.66,372.56,9197300,94.711875037,94.9960779733,92.4058424396,92.8795140001,36789200,0.0,1.0
NVDA,2020-07-01 00:00:00+00:00,381.2,383.03,376.52,380.83,8237180,95.0334730965,95.4896935996,93.8667452527,94.9412317927,32948720,0.0,1.0
NVDA,2020-07-02 00:00:00+00:00,384.49,389.5,383.13,385.56,9101892,95.8536727988,97.1026699137,95.5146236817,96.1204246776,36407568,0.0,1.0
NVDA,2020-07-06 00:00:00+00:00,393.57,396.35,388.5,389.67,7903881,98.1173242566,98.8103805399,96.8533690924,97.1450510533,31615524,0.0,1.0
NVDA,2020-07-07 00:00:00+00:00,394.87,402.8,394.03,397.85,8945039,98.4414153243,100.4183708376,98.2320026344,99.1843317719,35780156,0.0,1.0
NVDA,2020-07-08 00:00:00+00:00,408.64,409.0,398.62,399.75,9437346,101.8742876342,101.9640359299,99.3762934044,99.6580033325,37749384,0.0,1.0
NVDA,2020-07-09 00:00:00+00:00,420.36,422.8,409.34,415.21,12367718,104.7960932604,105.4043872645,102.0487982092,103.5121940305,49470872,0.0,1.0
NVDA,2020-07-10 00:00:00+00:00,419.17,426.21,415.15,423.55,12441869,104.499425283,106.2545030653,103.4972359812,105.5913628805,49767476,0.0,1.0
NVDA,2020-07-13 00:00:00+00:00,402.09,431.69,401.0,423.8,11426932,100.2413672544,107.6206715662,99.9696293592,105.6536880858,45707728,0.0,1.0
NVDA,2020-07-14 00:00:00+00:00,415.08,416.11,391.42,403.0,13567356,103.4797849237,103.7365647697,97.5813274907,100.4682310019,54269424,0.0,1.0
NVDA,2020-07-15 00:00:00+00:00,409.09,417.32,402.23,416.57,10099623,101.9864730038,104.0382187635,100.2762693694,103.8512431475,40398492,0.0,1.0
NVDA,2020-07-16 00:00:00+00:00,405.39,408.27,395.82,400.6,8624118,101.0640599649,101.7820463303,98.6782511046,99.8699090306,34496472,0.0,1.0
NVDA,2020-07-17 00:00:00+00:00,408.06,409.94,403.51,409.02,6657123,101.7296931579,102.198378702,100.5953744207,101.9690219464,26628492,0.0,1.0
NVDA,2020-07-20 00:00:00+00:00,420.43,421.25,406.27,410.97,7039983,104.8135443179,105.0179709914,101.2834446877,102.455158548,28159932,0.0,1.0
NVDA,2020-07-21 00:00:00+00:00,413.14,422.4,411.47,420.52,6866718,102.9961413303,105.3046669359,102.5798089586,104.8359813918,27466872,0.0,1.0
NVDA,2020-07-22 00:00:00+00:00,417.55,424.1,411.6623,414.7,9182271,104.0955579524,105.7284783322,102.6277495066,103.3850506116,36729084,0.0,1.0
NVDA,2020-07-23 00:00:00+00:00,405.19,421.88,401.25,418.0,10291532,101.0141998006,105.1750305088,100.0319545645,104.207743322,41166128,0.0,1.0
NVDA,2020-07-24 00:00:00+00:00,407.78,414.59,391.08,395.0,11832300,101.6598889279,103.3576275212,97.4965652114,98.4738244311,47329200,0.0,1.0
NVDA,2020-07-27 00:00:00+00:00,416.86,417.67,408.71,409.29,7303255,103.9235403857,104.125474051,101.8917386917,102.0363331681,29213020,0.0,1.0
NVDA,2020-07-28 00:00:00+00:00,408.62,415.28,408.37,414.97,6790901,101.8693016178,103.529645088,101.8069764125,103.4523618334,27163604,0.0,1.0
NVDA,2020-07-29 00:00:00+00:00,418.62,420.65,413.88,415.632,7112692,104.3623098313,104.8683904986,103.1806239381,103.6173989771,28450768,0.0,1.0
NVDA,2020-07-30 00:00:00+00:00,424.56,424.9218,411.81,415.0,7722004,105.84315671,105.9333537472,102.6645712379,103.459840858,30888016,0.0,1.0
NVDA,2020-07-31 00:00:00+00:00,424.59,430.66,417.32,422.53,9657150,105.8506357347,107.3638917203,104.0382187635,105.3370760427,38628600,0.0,1.0
NVDA,2020-08-03 00:00:00+00:00,440.41,443.95,428.61,429.3,10325456,109.7945747284,110.6770996359,106.8528250365,107.0248426032,41301824,0.0,1.0
NVDA,2020-08-04 00:00:00+00:00,449.11,449.11,436.2401,442.0,7758390,111.9634918741,111.9634918741,108.7550152334,110.1909630343,31033560,0.0,1.0
NVDA,2020-08-05 00:00:00+00:00,451.47,454.8672,446.65,449.76,6262493,112.5518418124,113.3987665627,111.3502118535,112.1255374079,25049972,0.0,1.0
NVDA,2020-08-06 00:00:00+00:00,453.42,454.32,447.15,453.99,6107892,113.0379784141,113.2623491533,111.4748622642,113.1800798822,24431568,0.0,1.0
NVDA,2020-08-07 00:00:00+00:00,447.98,460.19,441.5,452.5,8562899,111.6817819459,114.7257449746,110.0663126236,112.8086216584,34251596,0.0,1.0
NVDA,2020-08-10 00:00:00+00:00,446.6,456.33,434.26,453.37,10694898,111.3377468125,113.7634438042,108.2613746771,113.025513373,42779592,0.0,1.0
NVDA,2020-08-11 00:00:00+00:00,434.0,445.47,431.83,442.95,8862763,108.1965564635,111.0560368844,107.6555736812,110.4277988146,35451052,0.0,1.0
NVDA,2020-08-12 00:00:00+00:00,457.61,458.68,438.33,439.63,11623573,114.0825488555,114.3493007343,109.27602902,109.6001200877,46494292,0.0,1.0
NVDA,2020-08-13 00:00:00+00:00,457.72,468.87,454.23,461.84,9361489,114.1099719458,116.8896761038,113.2399120793,115.1370913298,37445956,0.0,1.0
NVDA,2020-08-14 00:00:00+00:00,462.56,468.19,457.62,461.2,9160904,115.3165879211,116.7201515453,114.0850418637,114.9775388041,36643616,0.0,1.0
NVDA,2020-08-17 00:00:00+00:00,493.48,496.39,472.6876,474.05,15417858,123.0249693171,123.7504347072,117.8414069194,118.1810543584,61671432,0.0,1.0
NVDA,2020-08-18 00:00:00+00:00,490.43,499.84,483.45,498.0,12586155,122.264601812,124.6105225409,120.524482079,124.1518090296,50344620,0.0,1.0
NVDA,2020-08-19 00:00:00+00:00,485.54,492.6,483.92,491.86,15565558,121.0455207956,122.8055845943,120.6416534651,122.6211019865,62262232,0.0,1.0
NVDA,2020-08-20 00:00:00+00:00,485.64,495.0,475.15,479.0,23034656,121.0704508778,123.4039065656,118.4552852619,119.415093424,92138624,0.0,1.0
NVDA,2020-08-21 00:00:00+00:00,507.34,512.348,487.8064,488.07,24996738,126.480278701,127.7287772142,121.6105361771,121.6762518736,99986952,0.0,1.0
NVDA,2020-08-24 00:00:00+00:00,508.81,516.5,500.3,515.35,12264105,126.8467509083,128.7638742245,124.7252009187,128.4771782799,49056420,0.0,1.0
NVDA,2020-08-25 00:00:00+00:00,510.0,510.45,502.95,505.23,7226920,127.1434188857,127.2556042553,125.3858480952,125.9542539679,28907680,0.0,1.0
NVDA,2020-08-26 00:00:00+00:00,510.92,514.7396,507.11,511.9694,8031073,127.3727756414,128.3250050586,126.422939512,127.6343919233,32124292,0.0,1.0
NVDA,2020-08-27 00:00:00+00:00,505.13,514.0,502.6573,511.26,7940073,125.9293238858,128.1406221711,125.3128777448,127.4575379206,31760292,0.0,1.0
NVDA,2020-08-28 00:00:00+00:00,525.91,525.92,505.7,506.9965,13428963,131.1097949533,131.1122879615,126.0714253539,126.3946438688,53715852,0.0,1.0
NVDA,2020-08-31 00:00:00+00:00,534.98,543.0,521.51,527.3114,12521030,133.3709534029,135.3703459901,130.0128713394,131.4591651244,50084120,0.0,1.0
NVDA,2020-09-01 00:00:00+00:00,552.84,559.75,537.46,539.2,12811849,137.8633542035,139.5865214446,134.0279978841,134.4619068565,51247396,0.16,1.0
NVDA,2020-09-02 00:00:00+00:00,573.86,589.0699,556.0,588.15,21850322,143.1051740888,146.8981120656,138.6513727971,146.6687138681,87401288,0.0,1.0
NVDA,2020-09-03 00:00:00+00:00,520.62,555.38,515.15,553.1454,23628151,129.8285570245,138.4967615541,128.4644868641,137.9395127094,94512604,0.0,1.0
NVDA,2020-09-04 00:00:00+00:00,504.9,527.0,468.19,511.35,36592071,125.9084138944,131.4195565901,116.7539320682,127.516869568,146368284,0.0,1.0
NVDA,2020-09-08 00:00:00+00:00,476.52,502.0,468.17,469.38,19893237,118.8312089304,125.1852322737,116.7489446087,117.0506859056,79572948,0.0,1.0
NVDA,2020-09-09 00:00:00+00:00,508.6,512.37,489.27,496.0,18404957,126.8310938932,127.7712300001,122.0107143318,123.6889944377,73619828,0.0,1.0
NVDA,2020-09-10 00:00:00+00:00,492.47,522.61,486.68,519.57,17467111,122.8087078443,130.3248092401,121.3648383326,129.5667154033,69868444,0.0,1.0
NVDA,2020-09-11 00:00:00+00:00,486.58,506.1,475.83,499.42,15923172,121.3399010353,126.2076614616,118.6591415793,124.5418500042,63692688,0.0,1.0
NVDA,2020-09-14 00:00:00+00:00,514.89,532.6,505.2457,523.24,30043624,128.3996498912,132.816045237,125.994622131,130.4819142129,120174496,0.0,1.0
NVDA,2020-09-15 00:00:00+00:00,519.64,531.95,513.11,531.2,18188914,129.5841715113,132.6539528047,127.9557659999,132.4669230753,72755656,0.0,1.0
NVDA,2020-09-16 00:00:00+00:00,500.58,523.71,500.55,518.29,13939985,124.8311226525,130.5991195101,124.8236414633,129.2475179983,55759940,0.0,1.0
NVDA,2020-09-17 00:00:00+00:00,498.54,503.59,481.39,485.2894,19812794,124.3224017883,125.5817353002,120.0456553072,121.0180602768,79251176,0.0,1.0
NVDA,2020-09-18 00:00:00+00:00,487.57,505.3,479.55,503.75,17461548,121.5867802782,126.0081630834,119.5868090375,125.6216349758,69846192,0.0,1.0
NVDA,2020-09-21 00:00:00+00:00,500.69,500.9,476.18,477.0,18026061,124.8585536795,124.9109220038,118.7464221197,118.9509079573,72104244,0.0,1.0
NVDA,2020-09-22 00:00:00+00:00,505.51,505.9199,486.222,503.0,16161302,126.0605314077,126.1627493892,121.2506255111,125.4346052463,64645208,0.0,1.0
NVDA,2020-09-23 00:00:00+00:00,484.95,509.08,483.17,503.02,16175308,120.9334230899,126.9507929201,120.4895391986,125.4395927058,64701232,0.0,1.0
NVDA,2020-09-24 00:00:00+00:00,493.92,502.78,480.56,482.89,18281008,123.1702986546,125.3797431923,119.8386757399,120.4197147662,73124032,0.0,1.0
NVDA,2020-09-25 00:00:00+00:00,514.95,515.34,489.83,497.9,14700407,128.4146122696,128.5118677289,122.1503631964,124.1628030858,58801628,0.0,1.0
NVDA,2020-09-28 00:00:00+00:00,521.4,522.07,510.0,521.61,14345228,130.0230679432,130.1901478349,127.1802160549,130.0754362675,57380912,0.0,1.0
NVDA,2020-09-29 00:00:00+00:00,529.03,537.71,517.33,517.5,15575124,131.9257837246,134.0903411272,129.0081199445,129.0505133499,62300496,0.0,1.0
NVDA,2020-09-30 00:00:00+00:00,541.22,544.9,526.01,526.3,17229603,134.9656402613,135.8833328007,131.1726773472,131.2449955092,68918412,0.0,1.0
NVDA,2020-10-01 00:00:00+00:00,544.58,550.5095,538.4301,550.32,13125059,135.8035334494,137.2821904908,134.2699146049,137.2349343125,52500236,0.0,1.0
NVDA,2020-10-02 00:00:00+00:00,522.49,540.78,522.04,529.0,13812397,130.2948844834,134.8559161533,130.1826666457,131.9183025354,55249588,0.0,1.0
NVDA,2020-10-05 00:00:00+00:00,545.7,545.77,528.9106,529.44,11995457,136.0828311788,136.1002872869,131.8960085917,132.0280266434,47981828,0.0,1.0
NVDA,2020-10-06 00:00:00+00:00,549.46,565.68,546.6,553.2,19610496,137.020473556,141.0653031725,136.3072668542,137.9531284737,78441984,0.0,1.0
NVDA,2020-10-07 00:00:00+00:00,558.56,564.77,554.54,559.99,10452129,139.2897676071,140.8383737673,138.2872882571,139.646370958,41808516,0.0,1.0
NVDA,2020-10-08 00:00:00+00:00,553.55,563.38,550.32,563.0,9472522,138.0404090141,140.4917453353,137.2349343125,140.3969836057,37890088,0.0,1.0
NVDA,2020-10-09 00:00:00+00:00,550.51,552.97,546.43,550.68,8672273,137.2823151773,137.89577269,136.2648734488,137.3247085826,34689092,0.0,1.0
NVDA,2020-10-12 00:00:00+00:00,569.04,573.88,556.5,559.58,10868595,141.9031963606,143.1101615482,138.7760592835,139.5441280393,43474380,0.0,1.0
NVDA,2020-10-13 00:00:00+00:00,569.93,573.9399,560.745,571.86,8615078,142.1251383062,143.1250989893,139.8346475524,142.6064281435,34460312,0.0,1.0
NVDA,2020-10-14 00:00:00+00:00,563.81,573.71,558.4,571.62,6916178,140.5989757136,143.0677681429,139.2498679315,142.54657863,27664712,0.0,1.0
NVDA,2020-10-15 00:00:00+00:00,558.8,560.23,550.71,552.4272,6680628,139.3496171206,139.7062204715,137.3321897718,137.7604130404,26722512,0.0,1.0
NVDA,2020-10-16 00:00:00+00:00,552.46,564.86,551.7,561.47,6065990,137.7685924739,140.8608173349,137.5790690147,140.0154429576,24263960,0.0,1.0
NVDA,2020-10-19 00:00:00+00:00,539.91,559.3399,536.27,556.115,7451714,134.6389616671,139.4842535885,133.7312440466,138.680050689,29806856,0.0,1.0
NVDA,2020-10-20 00:00:00+00:00,545.82,551.99,540.2801,543.34,5730301,136.1127559355,137.6513871768,134.7312546043,135.4943109633,22921204,0.0,1.0
NVDA,2020-10-21 00:00:00+00:00,540.99,551.66,539.1001,545.0,5489933,134.9082844776,137.5690940958,134.4369944965,135.9082700979,21959732,0.0,1.0
NVDA,2020-10-22 00:00:00+00:00,534.44,544.47,529.27,540.9,7261986,133.2748915067,135.7761024224,131.985633238,134.88584091,29047944,0.0,1.0
NVDA,2020-10-23 00:00:00+00:00,543.61,543.73,531.65,538.0,5837107,135.5616416659,135.5915664226,132.5791409129,134.1626592893,23348428,0.0,1.0
NVDA,2020-10-26 00:00:00+00:00,525.65,547.7117,521.54,537.08,8422358,131.082903077,136.5844947879,130.0579801594,133.9332361545,33689432,0.0,1.0
NVDA,2020-10-27 00:00:00+00:00,535.87,537.68,527.66,532.24,6262992,133.6314948576,134.0828599381,131.584142752,132.7262709668,25051968,0.0,1.0
NVDA,2020-10-28 00:00:00+00:00,505.08,530.4,504.36,527.92,9412952,125.9533010295,132.2674246971,125.7737524891,131.6489797249,37651808,0.0,1.0
NVDA,2020-10-29 00:00:00+00:00,520.96,527.71,510.0,513.54,8002046,129.9133438352,131.5966114007,127.1802160549,128.0629963781,32008184,0.0,1.0
NVDA,2020-10-30 00:00:00+00:00,501.36,517.455,492.0,514.0,10434900,125.0256335712,129.0392915661,122.6915025471,128.1777079456,41739600,0.0,1.0
NVDA,2020-11-02 00:00:00+00:00,503.23,513.4663,495.8,506.31,7491316,125.49196103,128.0446175901,123.6391198432,126.2600297858,29965264,0.0,1.0
NVDA,2020-11-03 00:00:00+00:00,520.78,524.2,504.11,508.34,6822527,129.8684567002,130.7213122667,125.711409246,126.7662569203,27290108,0.0,1.0
NVDA,2020-11-04 00:00:00+00:00,551.77,553.1,533.475,535.57,10255732,137.5965251228,137.9281911764,133.034246588,133.5566829658,41022928,0.0,1.0
NVDA,2020-11-05 00:00:00+00:00,566.4,573.56,559.64,566.5,7975708,141.2448517128,143.030362197,139.5590904176,141.26978901,31902832,0.0,1.0
NVDA,2020-11-06 00:00:00+00:00,582.48,583.55,555.8,564.39,9583732,145.2547691131,145.5215981938,138.6014982026,140.7436120377,38334928,0.0,1.0
NVDA,2020-11-09 00:00:00+00:00,545.23,587.66,544.43,582.1,14574447,135.9656258816,146.5465211115,135.7661275035,145.1600073835,58297788,0.0,1.0
NVDA,2020-11-10 00:00:00+00:00,510.8,544.26,505.13,544.26,16101680,127.3797144331,135.7237340982,125.9657696781,135.7237340982,64406720,0.0,1.0
NVDA,2020-11-11 00:00:00+00:00,536.72,537.395,517.93,522.15,10118586,133.8434618843,134.0117886409,129.1577437281,130.2100976727,40474344,0.0,1.0
NVDA,2020-11-12 00:00:00+00:00,538.27,550.64,532.64,539.1569,9165875,134.2299899919,137.3147336637,132.8260201559,134.4511588814,36663500,0.0,1.0
NVDA,2020-11-13 00:00:00+00:00,531.88,546.7499,522.37,545.0911,8669058,132.6364966967,136.3446478628,130.2649597267,135.9309879757,34676232,0.0,1.0
NVDA,2020-11-16 00:00:00+00:00,540.61,545.98,526.2401,526.9,10344370,134.813522748,136.1526556111,131.2300580682,131.3946192928,41377480,0.0,1.0
NVDA,2020-11-17 00:00:00+00:00,536.89,543.85,532.1549,542.1,7800699,133.8858552897,135.6214911794,132.7050493268,135.1850884772,31202796,0.0,1.0
NVDA,2020-11-18 00:00:00+00:00,537.15,544.23,527.4,538.61,12773133,133.9506922626,135.716252909,131.5193057792,134.3147768026,51092532,0.0,1.0
NVDA,2020-11-19 00:00:00+00:00,537.61,539.5,524.0,528.51,14148355,134.06540383,134.5367187483,130.6714376721,131.7961097788,56593420,0.0,1.0
NVDA,2020-11-20 00:00:00+00:00,523.51,539.7799,522.6,538.16,8527245,130.5492449155,134.6065182434,130.3223155104,134.2025589649,34108980,0.0,1.0
NVDA,2020-11-23 00:00:00+00:00,525.6,535.3,520.62,526.8452,9033855,131.0704344284,133.4893522631,129.8285570245,131.3809536539,36135420,0.0,1.0
NVDA,2020-11-24 00:00:00+00:00,518.31,526.48,515.4,525.7,8568883,129.2525054577,131.2898826443,128.5268301073,131.0953717256,34275532,0.0,1.0
NVDA,2020-11-25 00:00:00+00:00,529.39,530.7756,520.8,521.3,6497910,132.0155579947,132.3610891857,129.8734441596,129.998130646,25991640,0.0,1.0
NVDA,2020-11-27 00:00:00+00:00,530.45,536.3,526.8218,535.0,4181880,132.2798933458,133.7387252358,131.3751183264,133.4145403713,16727520,0.0,1.0
NVDA,2020-11-30 00:00:00+00:00,536.06,536.5,518.8941,530.6,7173800,133.6788757224,133.7885998303,129.398164211,132.3172992917,28695200,0.0,1.0
NVDA,2020-12-01 00:00:00+00:00,535.6,541.15,529.13,539.69,7412379,133.5641641549,134.9481841532,131.9507210219,134.5840996131,29649516,0.0,1.0
NVDA,2020-12-02 00:00:00+00:00,541.78,546.9377,529.37,534.02,7084030,135.105289126,136.391480107,132.0105705353,133.1701548581,28336120,0.0,1.0
NVDA,2020-12-03 00:00:00+00:00,535.84,546.4,533.16,543.5,4988016,133.663913344,136.2980782531,132.9953942193,135.5746806929,19952064,0.16,1.0
NVDA,2020-12-04 00:00:00+00:00,542.33,542.3999,535.5476,537.94,5056085,135.2828271944,135.3002635701,133.5909749141,134.1877529566,20224340,0.0,1.0
NVDA,2020-12-07 00:00:00+00:00,544.27,549.25,540.0,544.05,5581081,135.7667552175,137.0090034417,134.7016146718,135.7118767819,22324324,0.0,1.0
NVDA,2020-12-08 00:00:00+00:00,534.0,543.95,531.26,543.4,6798022,133.2049300644,135.6869320384,132.5214440936,135.5497359494,27192088,0.0,1.0
NVDA,2020-12-09 00:00:00+00:00,517.23,536.56,514.7295,532.02,10032530,129.0216965865,133.8435154969,128.3979532764,132.7110241439,40130120,0.0,1.0
NVDA,2020-12-10 00:00:00+00:00,518.89,522.7499,513.975,514.76,5194118,129.4357793279,130.3986214806,128.209745187,128.4055614231,20776472,0.0,1.0
NVDA,2020-12-11 00:00:00+00:00,520.53,520.8,512.92,518.69,5231641,129.8448731206,129.912223928,127.9465781435,129.385889841,20926564,0.0,1.0
NVDA,2020-12-14 00:00:00+00:00,532.35,535.55,523.1,523.515,6753947,132.7933417973,133.591573588,130.4859530275,130.5894737128,27015788,0.0,1.0
NVDA,2020-12-15 00:00:00+00:00,534.42,538.56,527.47,537.59,4837148,133.3096979869,134.3424103661,131.5760383166,134.1004463545,19348592,0.0,1.0
NVDA,2020-12-16 00:00:00+00:00,529.7,537.49,528.5,536.8999,5577867,132.1323060957,134.0755016111,131.8329691742,133.9283026799,22311468,0.0,1.0
